country,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Australia,1.7536534446764,1.96963479688141,4.62776659959759,2.61538461538462,0.224887556221881,0.860134629768143,1.48312940304042,4.45743514797223,4.40713536201469,2.98157453936348,2.73259596616785,2.34325522482586,2.69183168316831,3.55528773727027,2.32761128891474,4.35029854990048,1.77111716621253,2.91834002677377,3.3038501560874,1.76278015613196,2.44988864142539,2.487922705314,1.5083667216592,1.27699094497329,1.94864740944519,1.91140094445696,1.61076787290378,0.846905537459296,2.86391042204996
Austria,3.63178554402613,2.95340652383276,2.2433637541205,1.86097410872888,1.3059833037407,0.922466865804051,0.568986519284555,2.34486839687016,2.64999999999997,1.81035882448452,1.35555378358982,2.06120682873104,2.29913772525068,1.44154653778849,2.16855593888618,3.21595111754302,0.506309393986597,1.81353173680539,3.28658305428623,2.48567508675653,2.00015749271597,1.60580560487915,0.896565286860077,0.891592367302709,2.08126858275521,1.99838187702262,1.53089553422702,1.38190954773872,2.76666666666667
Belgium,2.75442578302316,2.37754452926211,1.46796116504854,2.07702462348191,1.62816049512958,0.949250288350633,1.12084823417846,2.54451776190907,2.46925823086076,1.6452143617536,1.5889639997038,2.09728311239311,2.78143263670022,1.79120770070459,1.8230563002681,4.48944420508401,-0.0531456741253759,2.18929920422456,3.53208210722745,2.83966343445896,1.11309594027539,0.340002833356929,0.561429152790128,1.97385264653172,2.12597086002609,2.05316499865182,1.43681956996435,0.740791812220349,2.44024851144084
Canada,1.86507936507936,0.16556291390731,2.14876033057849,1.57053112507136,1.6212163808453,0.995942456658049,1.73484295105918,2.71943995691977,2.52512013979905,2.25839440940856,2.75856321360111,1.8572587185726,2.21355203439764,2.0020253953416,2.13838399266839,2.37027067444296,0.299466803009292,1.77687154092627,2.91213508872353,1.5156782312452,0.938291897815255,1.90663590717873,1.1252413609428,1.4287595470108,1.59688412852967,2.268225672481,1.94926902411599,0.716999632307876,3.3951931852753
Czech Republic,20.813026140895,10.0394242229761,8.99053056374664,8.7587747287811,8.59615666715563,10.6983655274889,2.13544844417325,3.77538829151734,4.66267556988258,1.90298097019028,0.118739205526786,2.76010781671159,1.85709789109223,2.53399258343634,2.85312437211171,6.35866380152375,1.0193773532923,1.47272727272728,1.91721913635548,3.28762306610408,1.43829787234044,0.343988589646767,0.309364548494994,0.683504209385704,2.45053398460135,2.14949494949495,2.84787595918045,3.16129528497807,3.8398449150015
Denmark,1.25786163522011,1.99201419698313,2.08360520248815,2.12629964206578,2.18216714649311,1.84565128623929,2.49779488413117,2.9032770873677,2.33787483702739,2.42443661219695,2.07507820646506,1.15435693124937,1.81781458291256,1.92422138464586,1.69326586220323,3.4162679425837,1.30470991024337,2.31092436974791,2.75868226051244,2.39791485664642,0.789071780078051,0.564020540449527,0.452034153691607,0.250000000000028,1.14713216957604,0.813609467455652,0.758131572511587,0.420711974110029,1.85304543989688
Finland,2.19065362521346,1.08855836283254,0.791236215713251,0.629198126572972,1.19255646009493,1.39947131083817,1.16223698334931,3.04209645754528,2.57844076836537,1.57122082395661,0.877438551306574,0.187123374563893,0.623871195822717,1.56666666666667,2.51066622907777,4.06595165679525,-1.222e-14,1.18413495592236,3.41680903370973,2.80833232604055,1.4782881329362,1.04120000617923,-0.207932040461464,0.356684500891694,0.754015047084425,1.08382098409295,1.02409392963433,0.290554555653293,2.19457432339995
France,2.10446277124644,1.65551532926996,1.79648142095597,1.98288365089732,1.20394294026968,0.651126867833024,0.537141639134603,1.6759598872093,1.634780795496,1.9234122872706,2.09847219146922,2.14208964640241,1.74586936380482,1.67512449608725,1.48799805953857,2.81286194914789,0.0876204781574688,1.53112270420926,2.11159795174999,1.95419531613503,0.863715497861823,0.507758822937963,0.0375143805125534,0.183334861123878,1.03228275064672,1.85081508315492,1.10825492288292,0.476498852725089,1.64233141038392
Germany,4.47457627118642,2.6930564568462,1.70616113744077,1.44972558765662,1.93936919465143,0.91118453990184,0.585433617781331,1.44026832396173,1.98385685111349,1.42080671307334,1.03422339225272,1.66573608784663,1.54691075514876,1.57742924103118,2.29834058035319,2.62838306731435,0.312737722931308,1.10380856083581,2.0751729310776,2.00849118223386,1.50472226668801,0.90679703516796,0.514421011587011,0.49174862477083,1.50949655801603,1.73216766075663,1.44566701469763,0.506689889953276,3.14296967309967
Greece,14.4112677334119,10.8740794338332,8.93451397844176,8.19454859355109,5.53600312501777,4.76622558738949,2.63663843209496,3.15117752161276,3.37396640971281,3.62936293662934,3.53065079124997,2.89884797037117,3.54507304642513,3.19594597015618,2.89500101988337,4.15279636050494,1.21007395066187,4.71298158606682,3.32987017049401,1.50151977707713,-0.921271892644809,-1.31224241022506,-1.73590237199746,-0.825657589847188,1.12125902741744,0.625620508019237,0.25299274936364,-1.24797170753652,1.22382564684061
Hungary,22.4642409033877,18.8680791770829,28.3054645750732,23.4690313045815,18.3050773683867,14.1537895511405,9.99774390047379,9.80360785079527,9.11680911680911,5.26544821583986,4.66101694915255,6.74434679569466,3.56151711378355,3.93032603841001,7.95874516544907,6.04251253881061,4.2117117117117,4.85555795691953,3.92992098935076,5.65214517088648,1.73319984983108,-0.227566270988392,-0.0616446800641037,0.394769306686411,2.34824281150156,2.85024792594639,3.33858635382014,3.32674385766731,5.11096534382858
Iceland,4.04285016836068,1.5526572619998,1.65123187139611,2.26042114310272,1.81543116490166,1.65923724616149,3.23183110028419,5.13647447494691,6.40508556785875,5.19702311745273,2.05566174716793,3.1581953685487,3.98704844136883,6.68707370413332,5.05156384162694,12.6944019295855,12.0031170502683,5.3967316377009,4.00102616588045,5.18590038356556,3.87227512558777,2.04461895078462,1.63305848210027,1.69693023930588,1.76041279085464,2.68291508467848,3.01397679587078,2.84791869076201,4.44424340451256
Ireland,1.46942017474191,2.30919765166338,2.52486610558531,1.75373134328355,1.52560487120497,2.41551787239233,1.63192376414532,5.59071729957808,4.87290487290485,4.614733276884,3.49048968029139,2.19962850718546,2.42969198392958,3.93163989540528,4.89711564381348,4.06030495117357,-4.47810339150478,-0.922095829024488,2.55718883186918,1.69620897294548,0.508714869485458,0.182542316627925,-0.289879079012778,0.00830633773570249,0.340531561461812,0.488370168032427,0.939044481054394,-0.334584625428471,2.35814296241712
Italy,4.62673223066608,4.05184077476324,5.23542294004927,4.00698055537492,2.04310552039097,1.95508793969852,1.66345783596456,2.53768653889857,2.78516548463358,2.46532020412564,2.67255892255893,2.2067363530778,1.98529411764704,2.09084354722423,1.82973805855163,3.34783431057309,0.774768179599804,1.52551607240149,2.78063323594298,3.04136253041363,1.21999212908304,0.24105754276825,0.0387867504460633,-0.094021401985132,1.22653316645809,1.13748763600394,0.61124694376529,-0.137707573916583,1.87378325762494
Japan,1.3,0.7,-0.1,0.1,1.8,0.6,-0.3,-0.7,-0.7,-0.9,-0.3,0,-0.3,0.3,0,1.4,-1.4,-0.7,-0.3,0,0.4,2.7,0.8,-0.1,0.484199796126371,0.989094598021837,0.468776159383876,-0.0249958340276704,NA
Korea,4.80099660215358,6.26585950039682,4.48074108557248,4.92454354292746,4.43893184574638,7.51358008079307,0.812957254446386,2.25916580080151,4.06657587897792,2.76226210296604,3.51487451459934,3.59066298882582,2.75379162735034,2.24234028518922,2.53457382137937,4.67389655533408,2.75649654493924,2.93928652655687,4.02596500436095,2.18707104433314,1.30134754547413,1.27477446401325,0.706331772455686,0.971685739912204,1.94433230786364,1.47583935002645,0.38300030360808,0.537288023411765,2.49833333333335
Luxembourg,3.58810441540534,2.19476040658278,1.86769787673627,1.18386104012053,1.36751139623727,0.95856626046439,1.02519420771158,3.15076774425885,2.66382233829702,2.0740887324166,2.04984042933296,2.22568081831823,2.48769271187972,2.66631494577073,2.31245861786127,3.40187963025567,0.368041997888905,2.27367911621544,3.4106834106834,2.66284165508018,1.73403963519167,0.628543985440706,0.474743161437791,0.290833333333307,1.73079959118898,1.52819524307371,1.74332075653843,0.819957302127007,2.52692009066167
Mexico,9.7514603718723,6.96581325607854,34.9992633008785,34.3783842740772,20.6256276072657,15.9283923627682,16.5856192056458,9.4915599272956,6.36773668462784,5.03073253441126,4.54689794239726,4.68840714566334,3.98806073557603,3.62946322575928,3.96684962911696,5.12498169213468,5.29735712654756,4.15672783717606,3.40737961671277,4.11150854557409,3.80638982343263,4.01861720190995,2.72064126257004,2.82170775169716,6.04145582303512,4.89935096477274,3.63596121304385,3.39683415569998,5.68920847683765
Netherlands,2.58418167580266,2.80152671755725,1.92321972228412,1.94936789638234,2.10924562739481,1.95913632274255,2.15717918055057,2.36052233801955,4.1558412719561,3.28753104712767,2.09199838997656,1.26364739183181,1.68813017869621,1.10150106517709,1.613858598021,2.48650198289455,1.1897768702155,1.27530569556684,2.34107017751371,2.45554765291605,2.50689852657888,0.976035079699632,0.600248147278764,0.316666666666676,1.38145871407212,1.70349794744471,2.63369910249595,1.27246037789168,2.67572008805386
New Zealand,1.28820957608383,1.74537612861734,3.75494077917946,2.28571424238512,1.18715083833045,1.26524037415924,-0.114266288773353,2.61523279599184,2.62582060036647,2.67709072115155,1.75357634573619,2.29024942334694,3.03702066022211,3.3654044680981,2.3761433366278,3.95894425130044,2.11565589221534,2.30202576769377,4.02790277235691,1.05991781376003,1.13441780001312,1.22751326034659,0.292703309026911,0.646237225422794,1.85078707072019,1.59829794991808,1.61963190184049,1.71456170007246,3.94112060778726
Norway,2.28826933193056,1.37567498071484,2.46036778693722,1.262532491645,2.56692335900258,2.25241329996424,2.36596736596738,3.08550609131276,3.00419703998231,1.28672528415186,2.48782553461781,0.45449850222085,1.53213367609255,2.32934980757545,0.712589073634218,3.75393081761004,2.19738586853569,2.41890639481003,1.28495158809157,0.696864111498264,2.12048620353118,2.04170286707213,2.17113665389526,3.55000000000001,1.87510059552551,2.76483134528795,2.16773003305403,1.28658490707997,3.48388055266679
Poland,35.475,32.1916666666667,28.125,19.9083333333333,14.95,11.8666666666667,7.25833333333333,10.0916666666667,5.475,1.94166666666667,0.841666666666667,3.49166666666667,2.13333333333333,1.03333333333333,2.49166666666667,4.21666666666667,3.45,2.58333333333333,4.26666666666667,3.7,0.9,-0.025,-0.933333333333333,-0.583333333333333,1.975,1.66666666666667,2.30833333333333,3.4,5.1
Portugal,6.78377994665409,5.42044019241624,4.22281614099486,3.06897732509792,2.33686298314109,2.57275225909131,2.34009490312171,2.85303039287154,4.36990330551796,3.6003465829091,3.218990906829,2.36536204097301,2.27716394887833,3.10766545871054,2.45396528138739,2.58850657657964,-0.835530021504193,1.40257289895372,3.65301100430727,2.77333854051582,0.27441666666667,-0.278153367467448,0.487938623904743,0.60739707464168,1.36861411643482,0.993715683468212,0.338178410046166,-0.0124383299576083,1.26565719069045
Slovak Republic,23.2870313695486,13.4155184916606,9.84109755580452,5.77583247511156,6.14198782961461,6.66564745451768,10.5704457503225,12.0357767839782,7.32963091519146,3.12713316312905,8.55414305406644,7.54850088183422,2.7090849458839,4.48333120449609,2.75672371638144,4.59817976325022,1.61510464058235,0.957018132975144,3.91928599146295,3.60610263522887,1.40047368963032,-0.076165329541994,-0.32521977742772,-0.520010196278353,1.31194588223237,2.51403712883805,2.66456133425445,1.93694126694221,3.1496062992126
Spain,4.56907227613904,4.71841322718403,4.67380362714012,3.55884296926749,1.9710778830596,1.83433048042782,2.31034551515301,3.43351675684201,3.58983356407939,3.0656565681635,3.03888839396656,3.03924881090926,3.36881409750382,3.51557576832125,2.78679745804946,4.07534335957343,-0.287813083535262,1.79986457728769,3.19610188833788,2.44612782366812,1.40858109183012,-0.151114837527186,-0.500365709903296,-0.202598000426412,1.95607633363966,1.67498136863791,0.699518994458679,-0.32275301729968,3.09313511976407
Sweden,4.72817304626056,2.15813800724625,2.45514857818399,0.533131978766227,0.658410256243523,-0.267132668354978,0.462175756339133,0.899143734041741,2.40595834145436,2.15848213589266,1.92565534892387,0.373659828721746,0.453170852576204,1.36021468627687,2.21216883436736,3.43704910602876,-0.494460544378068,1.1579880271563,2.96115073822137,0.888377506923741,-0.0442929701486664,-0.179638494114647,-0.0467847449832435,0.984269244577973,1.79449904665592,1.95353530127027,1.78415097403835,0.497367318853583,2.16319736447148
Switzerland,3.29262180313612,0.852116995120668,1.7998277686715,0.811634064628159,0.520225422736652,0.0179384378439369,0.806444380959474,1.55852919679007,0.989020329832534,0.642711506543266,0.638272930887247,0.802908730955211,1.17195420333701,1.05950928324803,0.732350603122242,2.42604117060161,-0.480481936423295,0.688238707219984,0.23134920765092,-0.692552018105251,-0.217323155115631,-0.0132025387516174,-1.14390867228177,-0.434618664285847,0.533787839825895,0.936335464113565,0.362886179940658,-0.725874933313371,0.581814168489837
TÃ¼rkiye,66.093846403637,105.215004028239,89.113308749581,80.4121426988699,85.6693687054778,84.6413356970868,64.8674792029406,54.9153824089286,54.4001840365155,44.9641235479985,21.6024370406172,8.59826168115266,8.17916036801999,9.59724212288442,8.75618090972636,10.4441283764886,6.25097663090622,8.56644420552974,6.471879671151,8.89156996512163,7.493090305477,8.85457271364317,7.67085364845881,7.77513415328332,11.1443110840764,16.3324638988928,15.1768215720023,12.2789574462574,19.5964926913324
United Kingdom,2.6,2.2,2.7,2.9,2.2,1.8,1.7,1.2,1.6,1.5,1.4,1.4,2.1,2.5,2.4,3.5,2,2.5,3.8,2.6,2.3,1.5,0.4,1,2.6,2.3,1.7,1,2.5
United States,2.95165696638556,2.60744159215459,2.80541968853656,2.93120419993438,2.33768993730739,1.55227909874365,2.18802719697359,3.37685727149931,2.82617111885405,1.586031626506,2.27009497336116,2.67723669309172,3.39274684549546,3.22594410070408,2.85267248150139,3.83910029665099,-0.355546266299731,1.64004344238987,3.15684156862208,2.06933726526059,1.46483265562714,1.62222297740822,0.118627135552451,1.26158320570535,2.13011000365961,2.44258329692821,1.81221007526011,1.2335843963064,4.69785886363736
Argentina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2772237131004,53.5483043492339,42.0150947376509,48.4093786255198
Brazil,1927.3808359738,2075.88838571279,66.0070335542482,15.7576656002606,6.92671251629149,3.19507629280061,4.85844749902663,7.04414105947268,6.84035902487522,8.4501643770833,14.7149197228147,6.59718509985964,6.86953720898967,4.18356812896902,3.64127299102652,5.67859390284172,4.88803479876803,5.03872690108065,6.63644962213087,5.40349914037005,6.20431066640104,6.32904015516139,9.0299010241613,8.73914352329392,3.44637335032675,3.66485028376722,3.73297621216894,3.21176803803378,8.30165975585677
Chile,12.7277614079796,11.4431243586732,8.23263354574717,7.35911466302754,6.1338665153681,5.1102441331205,3.33688286188992,3.84327347283565,3.56910113383644,2.48939833123408,2.81017725948149,1.05473933228727,3.05257394340732,3.39201899113601,4.40779790450224,8.71626854777146,0.353046731831005,1.41071064108997,3.341216942593,3.00744840213049,1.78955553984588,4.7186752785467,4.3487735321705,3.78619355893114,2.18271846868521,2.43488981353058,2.55754475703327,3.04549084804329,4.52456838259136
China (People's Republic of),14.7,24.1,17.1,8.3,2.8,-0.8,-1.4,0.4,0.7,-0.8,1.2,3.9,1.8,1.5,4.8,5.9,-0.7,3.3,5.4,2.6,2.6,2,1.4,2,1.6,2.1,2.9,2.5,0.9
Estonia,NA,NA,NA,NA,NA,8.74475061724624,3.29611089718905,4.01848952508761,5.74827981651376,3.57191270164023,1.33499116549963,3.04811107523411,4.07971423199851,4.43762042389208,6.60132603055638,10.3623580313683,-0.0784083112809872,2.97204512015693,4.98190131453612,3.93339987296977,2.78056658954996,-0.106175146521696,-0.492326006547326,0.148684907627337,3.41723549488054,3.43632688420445,2.27725931243521,-0.444531097679863,4.65316673847476
India,6.32688927941758,10.2479338843068,10.2248875562317,8.97714907508052,7.16425361958814,13.2308409037722,4.66982102448328,4.00943396227585,3.77928949356788,4.29715950472527,3.80586592178451,3.76723847965599,4.24635332253974,5.79651636773556,6.3728813559322,8.34926704907584,10.8823529411765,11.9893899204244,8.85836096636662,9.31244560487384,10.9076433121019,6.35319454414931,5.87242659466757,4.94102645839974,2.49088699878491,4.86069946650862,7.65969474279254,5.56134936295677,4.89008567707005
Indonesia,9.67189597182396,8.53200557177911,9.42031802588779,7.97328028311938,6.22614189540214,58.4510532772811,20.4778290415892,3.68861770288354,11.5001173771189,11.9001165082175,6.75731613711667,6.06405978397716,10.4532009888696,13.1086705774548,6.4065617387508,10.2266666652671,4.38641587082166,5.13420339971202,5.3560480270205,4.27951196024855,6.41249999999998,6.39492540819922,6.36312113115612,3.5258051568793,3.80879806953161,3.19834641562409,3.03058664969485,1.92096776298276,1.56013603766381
Israel,10.9801488833747,12.2787404509037,9.9402588781945,11.3962264150943,8.95663956639567,5.49682875264271,5.17505599434162,1.05357543151762,1.15350488021295,5.75657894736841,0.725764644893716,-0.411734431291826,1.31266149870802,2.06080391756786,0.459816073570561,4.55721393034826,3.34031214312902,2.71664057463857,3.47857270934195,1.68948189221971,1.57621197921104,0.486495554437188,-0.63439065108515,-0.546034946236555,0.244953121040624,0.817323896191473,0.844128708733803,-0.58843030001661,1.4922884535223
Russia,874.245795746963,307.722631393282,197.414266693333,47.7520141392112,14.7613174462168,27.6856906831041,85.7464872975464,20.7987668852275,21.4770072243296,15.7887299238117,13.6632919354896,10.8886145502745,12.6853064833861,9.66865544453652,9.00729586037981,14.1107685951383,11.6473292724245,6.84939213035938,8.44047075660599,5.0747326649725,6.7537170914454,7.82341574601106,15.5343993066092,7.04243556528758,3.68333439177854,2.87830537718886,4.47036720560139,3.38166031878816,6.69445598499784
Saudi Arabia,NA,NA,NA,1.22206956430493,0.0571510222908606,-0.371269454260921,-1.33375476989803,-1.12499999893486,-1.12094395217983,0.247187179007845,0.61219284023611,0.51550748115533,0.479233225482846,2.20902016707308,4.16782644194232,9.87024622434568,5.05722460859343,5.33941580769462,5.82621703856943,2.86627029905053,3.53252216875042,2.23629031536969,1.20607322150118,2.06884036053476,-0.838194579675049,2.45814158007529,-2.09333333333332,3.44545825956694,3.06328988941549
Slovenia,31.7621274108708,20.9918161857659,13.4637240165708,9.86445661480797,8.35967943533566,7.89116569412403,6.15558769888687,8.91174506186038,8.37966587492203,7.48077770703756,5.544164217529,3.59297594249513,2.45150132316476,2.45792444195863,3.65749563284102,5.64742380573934,0.839262246793847,1.80117022137136,1.80285171941909,2.59741386039009,1.76920085881892,0.199343826570893,-0.525552285820862,-0.05499954167048,1.42910743319296,1.73860861988181,1.63052260754335,-0.0548568157605586,1.91706506089266
South Africa,9.71744655404397,8.93854748603351,8.68042526579114,7.35412590631834,8.59777015437392,6.88055281342546,5.18149071765031,5.33895328415879,5.70190063354448,9.49470984539604,5.67941924087716,-0.692030942650086,2.06285022270571,3.24390636312444,6.17780548142666,10.0745755249181,7.21531413612567,4.08972989470471,4.99926696965254,5.72465791678302,5.78446909667195,6.12983770287144,4.54064227737912,6.57139642173962,5.18424664766127,4.51716522786589,4.12024587014985,3.2100359745411,4.61167217803199
Colombia,22.4424815119145,22.8462377317339,20.8918023831472,20.7975598734749,18.4700271205461,18.6769813703821,10.8736863110283,9.22534683164607,7.96556174992446,6.35150775179008,7.12978797192096,5.90402196845383,5.05101610591114,4.29342591106117,5.54438490326427,6.99688257706963,4.2025182736706,2.27200261619586,3.41503189601418,3.16930259882816,2.0169930918736,2.89883811454338,4.98982905677886,7.51346059716102,4.31431317500063,3.24056955464901,3.52301994512964,2.52661993359438,3.49507249750817
Costa Rica,9.7786007829378,13.5344687273427,23.1864981102567,17.5114524814592,13.2480440791191,11.6592997742233,10.0452817292494,10.9615496593622,11.2556157091172,9.16752048509116,9.44758091616977,12.3148150178852,13.7982949108987,11.4705968149052,9.35724456417162,13.4244635507283,7.84270167700652,5.66275708420028,4.87799830970695,4.49545314354609,5.23133614174428,4.51920098516957,0.801982005099572,-0.0174788505907922,1.62590692991728,2.22111461526588,2.09604635327804,0.724911478131366,1.72647755109235
