species1,species2,divergence_time,distance,BMdiff,precdiff,parsim
Cercocebus_galeritus,Chlorocebus_aethiops,14.875,1239.8,3381.67,9.773,0.152
Cercocebus_galeritus,Colobus_guereza,21.41,1671.6,2848.22,2.765,0.25
Cercocebus_galeritus,Erythrocebus_patas,14.875,3469.7,888.64,29.894,0.261
Cercocebus_galeritus,Eulemur_fulvus,73.003,1455.6,4700.67,46.616,0.034
Cercocebus_galeritus,Gorilla_gorilla,30,2954.7,105511.33,4.376,0.127
Cercocebus_galeritus,Lophocebus_albigena,11.35,2148.8,341.05,0.144,0.409
Cercocebus_galeritus,Macaca_fascicularis,12.853,7686.5,2508.34,57.656,0.116
Cercocebus_galeritus,Macaca_fuscata,12.853,9890.6,3037.1,149.093,0.2
Cercocebus_galeritus,Macaca_nemestrina,12.853,7445.7,743.12,42.665,0.107
Cercocebus_galeritus,Macaca_sinica,12.853,4519.9,2421.67,66.033,0.16
Cercocebus_galeritus,Mandrillus_sphinx,5.304,3201.5,9607.4,19.958,0.24
Cercocebus_galeritus,Pan_troglodytes,30,3583.6,37922.34,4.427,0.175
Cercocebus_galeritus,Papio_anubis,11.35,2910.2,10650.9,20.846,0.182
Cercocebus_galeritus,Papio_cynocephalus,11.35,1287,8744.49,11.954,0.163
Cercocebus_galeritus,Papio_hamadryas,11.35,1117.3,6929.42,21.678,0.138
Cercocebus_galeritus,Papio_ursinus,11.35,2759.2,10651.78,49.093,0.17
Cercocebus_galeritus,Piliocolobus_badius,21.41,5588,1352.74,14.882,0.333
Cercocebus_galeritus,Pongo_pygmaeus,30,8197.3,46330.63,0.359,0.088
Cercocebus_galeritus,Saguinus_midas,46.812,10680.6,6537.1,17.594,0.001
Cercocebus_galeritus,Saimiri_oerstedii,46.812,13772.1,6363.48,60.174,0.001
Cercocebus_galeritus,Saimiri_sciureus,46.812,11287.2,6328.19,17.668,0.001
Cercocebus_galeritus,Trachypithecus_cristatus,21.41,7448.9,99.15,43.737,0.179
Cercopithecus_ascanius,Cercopithecus_mitis,6.429,1106.4,1501.05,24.481,0.797
Cercopithecus_ascanius,Chlorocebus_aethiops,9.848,1915.9,155.75,6.885,0.229
Cercopithecus_ascanius,Colobus_guereza,21.41,741.8,6385.64,0.123,0.759
Cercopithecus_ascanius,Erythrocebus_patas,9.848,1813.1,4426.06,27.005,0.596
Cercopithecus_ascanius,Eulemur_fulvus,73.003,2987.6,1163.25,49.505,0.001
Cercopithecus_ascanius,Gorilla_gorilla,30,1154.6,109048.75,7.265,0.241
Cercopithecus_ascanius,Lophocebus_albigena,14.875,367.9,3878.47,3.033,0.807
Cercopithecus_ascanius,Macaca_fascicularis,14.875,9493.7,1029.08,60.545,0.16
Cercopithecus_ascanius,Macaca_fuscata,14.875,11533.3,6574.52,151.981,0.25
Cercopithecus_ascanius,Macaca_nemestrina,14.875,9253.2,4280.54,45.554,0.229
Cercopithecus_ascanius,Macaca_sinica,14.875,6324.2,1115.75,68.922,0.167
Cercopithecus_ascanius,Mandrillus_sphinx,14.875,1396.4,13144.82,22.846,0.342
Cercopithecus_ascanius,Pan_troglodytes,30,1797.6,41459.76,1.538,0.612
Cercopithecus_ascanius,Papio_anubis,14.875,1355,14188.32,17.958,0.697
Cercopithecus_ascanius,Papio_cynocephalus,14.875,758.8,12281.91,14.843,0.328
Cercopithecus_ascanius,Papio_hamadryas,14.875,2318.2,10466.84,24.566,0.194
Cercopithecus_ascanius,Papio_ursinus,14.875,2316.5,14189.2,51.982,0.352
Cercopithecus_ascanius,Piliocolobus_badius,21.41,3837.1,4890.16,17.771,0.476
Cercopithecus_ascanius,Pongo_pygmaeus,30,10004.8,49868.05,3.248,0.054
Cercopithecus_ascanius,Saguinus_midas,46.812,8873.2,2999.68,14.705,0.091
Cercopithecus_ascanius,Saimiri_oerstedii,46.812,11964.6,2826.06,63.062,0.074
Cercopithecus_ascanius,Saimiri_sciureus,46.812,9481.2,2790.77,14.779,0.111
Cercopithecus_ascanius,Trachypithecus_cristatus,21.41,9256.2,3636.57,46.626,0.229
Cercopithecus_mitis,Chlorocebus_aethiops,9.848,2298.2,1345.3,31.365,0.304
Cercopithecus_mitis,Colobus_guereza,21.41,1642,4884.59,24.357,0.737
Cercopithecus_mitis,Erythrocebus_patas,9.848,2860.1,2925.01,51.486,0.582
Cercopithecus_mitis,Eulemur_fulvus,73.003,2167.1,2664.3,25.024,0.026
Cercopithecus_mitis,Gorilla_gorilla,30,2061.9,107547.7,17.216,0.267
Cercopithecus_mitis,Lophocebus_albigena,14.875,1430.1,2377.42,21.448,0.793
Cercopithecus_mitis,Macaca_fascicularis,14.875,8874.8,471.97,36.064,0.179
Cercopithecus_mitis,Macaca_fuscata,14.875,10582.8,5073.47,127.501,0.257
Cercopithecus_mitis,Macaca_nemestrina,14.875,8655,2779.49,21.073,0.233
Cercopithecus_mitis,Macaca_sinica,14.875,5814.1,385.3,44.442,0.162
Cercopithecus_mitis,Mandrillus_sphinx,14.875,2250,11643.77,1.634,0.375
Cercopithecus_mitis,Pan_troglodytes,30,2701.1,39958.71,26.019,0.628
Cercopithecus_mitis,Papio_anubis,14.875,2451.4,12687.27,42.438,0.8
Cercopithecus_mitis,Papio_cynocephalus,14.875,461.2,10780.86,9.638,0.5
Cercopithecus_mitis,Papio_hamadryas,14.875,2469.7,8965.79,0.086,0.25
Cercopithecus_mitis,Papio_ursinus,14.875,1426.1,12688.15,27.501,0.541
Cercopithecus_mitis,Piliocolobus_badius,21.41,4736.2,3389.11,6.71,0.417
Cercopithecus_mitis,Pongo_pygmaeus,30,9398.6,48367,21.233,0.093
Cercopithecus_mitis,Saguinus_midas,46.812,9503.1,4500.73,39.186,0.073
Cercopithecus_mitis,Saimiri_oerstedii,46.812,12550.3,4327.11,38.582,0.026
Cercopithecus_mitis,Saimiri_sciureus,46.812,10058.7,4291.82,39.26,0.094
Cercopithecus_mitis,Trachypithecus_cristatus,21.41,8667.8,2135.52,22.145,0.233
Chlorocebus_aethiops,Colobus_guereza,21.41,1312,6229.89,7.008,0.361
Chlorocebus_aethiops,Erythrocebus_patas,8.627,3001.3,4270.31,20.121,0.306
Chlorocebus_aethiops,Eulemur_fulvus,73.003,2611.2,1319,56.39,0.001
Chlorocebus_aethiops,Gorilla_gorilla,30,2823.3,108893,14.15,0.117
Chlorocebus_aethiops,Lophocebus_albigena,14.875,2106.7,3722.72,9.918,0.17
Chlorocebus_aethiops,Macaca_fascicularis,14.875,8050.3,873.33,67.429,0.131
Chlorocebus_aethiops,Macaca_fuscata,14.875,10661.7,6418.77,158.866,0.178
Chlorocebus_aethiops,Macaca_nemestrina,14.875,7789.9,4124.79,52.438,0.08
Chlorocebus_aethiops,Macaca_sinica,14.875,4867.9,960,75.807,0.04
Chlorocebus_aethiops,Mandrillus_sphinx,14.875,3075.8,12989.07,29.731,0.13
Chlorocebus_aethiops,Pan_troglodytes,30,3334.1,41304.01,5.346,0.19
Chlorocebus_aethiops,Papio_anubis,14.875,2421.5,14032.57,11.073,0.356
Chlorocebus_aethiops,Papio_cynocephalus,14.875,1886.1,12126.16,21.727,0.2
Chlorocebus_aethiops,Papio_hamadryas,14.875,557.8,10311.09,31.451,0.17
Chlorocebus_aethiops,Papio_ursinus,14.875,3713.5,14033.45,58.866,0.29
Chlorocebus_aethiops,Piliocolobus_badius,21.41,5123.7,4734.41,24.655,0.204
Chlorocebus_aethiops,Pongo_pygmaeus,30,8526.9,49712.3,10.133,0.071
Chlorocebus_aethiops,Saguinus_midas,46.812,10356.2,3155.43,7.82,0.039
Chlorocebus_aethiops,Saimiri_oerstedii,46.812,13399.8,2981.81,69.947,0.042
Chlorocebus_aethiops,Saimiri_sciureus,46.812,11012,2946.52,7.895,0.029
Chlorocebus_aethiops,Trachypithecus_cristatus,21.41,7779.7,3480.82,53.511,0.137
Colobus_guereza,Erythrocebus_patas,21.41,1823.8,1959.58,27.129,0.717
Colobus_guereza,Eulemur_fulvus,73.003,3064.9,7548.89,49.382,0.001
Colobus_guereza,Gorilla_gorilla,30,1513.2,102663.11,7.142,0.299
Colobus_guereza,Lophocebus_albigena,21.41,817.3,2507.17,2.91,0.776
Colobus_guereza,Macaca_fascicularis,21.41,9229.2,5356.56,60.421,0.2
Colobus_guereza,Macaca_fuscata,21.41,11562.2,188.88,151.858,0.31
Colobus_guereza,Macaca_nemestrina,21.41,8976.6,2105.1,45.431,0.276
Colobus_guereza,Macaca_sinica,21.41,6033.2,5269.89,68.799,0.24
Colobus_guereza,Mandrillus_sphinx,21.41,1767,6759.18,22.723,0.457
Colobus_guereza,Pan_troglodytes,30,2054.3,35074.12,1.662,0.589
Colobus_guereza,Papio_anubis,21.41,1249.2,7802.68,18.081,0.725
Colobus_guereza,Papio_cynocephalus,21.41,1191.3,5896.27,14.719,0.471
Colobus_guereza,Papio_hamadryas,21.41,1803.7,4081.2,24.443,0.276
Colobus_guereza,Papio_ursinus,21.41,2990.3,7803.56,51.858,0.395
Colobus_guereza,Piliocolobus_badius,12.537,3965.4,1495.48,17.648,0.415
Colobus_guereza,Pongo_pygmaeus,30,9723.7,43482.41,3.125,0.065
Colobus_guereza,Saguinus_midas,46.812,9152.1,9385.32,14.828,0.111
Colobus_guereza,Saimiri_oerstedii,46.812,12232.7,9211.7,62.939,0.042
Colobus_guereza,Saimiri_sciureus,46.812,9790.3,9176.41,14.903,0.102
Colobus_guereza,Trachypithecus_cristatus,15.435,8972.3,2749.07,46.503,0.276
Erythrocebus_patas,Eulemur_fulvus,73.003,4778.2,5589.31,76.51,0.001
Erythrocebus_patas,Gorilla_gorilla,30,897.8,104622.69,34.27,0.198
Erythrocebus_patas,Lophocebus_albigena,14.875,1450.7,547.59,30.038,0.6
Erythrocebus_patas,Macaca_fascicularis,14.875,11034.1,3396.98,87.55,0.214
Erythrocebus_patas,Macaca_fuscata,14.875,13328.9,2148.46,178.987,0.269
Erythrocebus_patas,Macaca_nemestrina,14.875,10777.6,145.52,72.559,0.333
Erythrocebus_patas,Macaca_sinica,14.875,7839.2,3310.31,95.927,0.12
Erythrocebus_patas,Mandrillus_sphinx,14.875,877,8718.76,49.852,0.448
Erythrocebus_patas,Pan_troglodytes,30,631.9,37033.7,25.467,0.451
Erythrocebus_patas,Papio_anubis,14.875,583.9,9762.26,9.048,0.593
Erythrocebus_patas,Papio_cynocephalus,14.875,2570.2,7855.85,41.848,0.5
Erythrocebus_patas,Papio_hamadryas,14.875,3546.6,6040.78,51.572,0.143
Erythrocebus_patas,Papio_ursinus,14.875,3718,9763.14,78.987,0.283
Erythrocebus_patas,Piliocolobus_badius,21.41,2144.2,464.1,44.776,0.417
Erythrocebus_patas,Pongo_pygmaeus,30,11519.9,45441.99,30.253,0.067
Erythrocebus_patas,Saguinus_midas,46.812,7359.5,7425.74,12.3,0.08
Erythrocebus_patas,Saimiri_oerstedii,46.812,10424.7,7252.12,90.068,0.091
Erythrocebus_patas,Saimiri_sciureus,46.812,8011.4,7216.83,12.226,0.068
Erythrocebus_patas,Trachypithecus_cristatus,21.41,10770.2,789.49,73.631,0.273
Eulemur_fulvus,Gorilla_gorilla,73.003,4118.9,110212,42.24,0.013
Eulemur_fulvus,Lophocebus_albigena,73.003,3355.2,5041.72,46.472,0.001
Eulemur_fulvus,Macaca_fascicularis,73.003,6720.3,2192.33,11.04,0.001
Eulemur_fulvus,Macaca_fuscata,73.003,8551.3,7737.77,102.477,0.001
Eulemur_fulvus,Macaca_nemestrina,73.003,6507.6,5443.79,3.951,0.001
Eulemur_fulvus,Macaca_sinica,73.003,3752.2,2279,19.417,0.036
Eulemur_fulvus,Mandrillus_sphinx,73.003,4339.9,14308.07,26.658,0.036
Eulemur_fulvus,Pan_troglodytes,73.003,4770,42623.01,51.043,0.015
Eulemur_fulvus,Papio_anubis,73.003,4254.5,15351.57,67.463,0.02
Eulemur_fulvus,Papio_cynocephalus,73.003,2266,13445.16,34.662,0.019
Eulemur_fulvus,Papio_hamadryas,73.003,2279.3,11630.09,24.938,0.031
Eulemur_fulvus,Papio_ursinus,73.003,2751.4,15352.45,2.477,0.034
Eulemur_fulvus,Piliocolobus_badius,73.003,6818.5,6053.41,31.734,0.029
Eulemur_fulvus,Pongo_pygmaeus,73.003,7245.7,51031.3,46.257,0.028
Eulemur_fulvus,Saguinus_midas,73.003,11664.6,1836.43,64.21,0.001
Eulemur_fulvus,Saimiri_oerstedii,73.003,14685.4,1662.81,13.557,0.001
Eulemur_fulvus,Saimiri_sciureus,73.003,12205.4,1627.52,64.284,0.001
Eulemur_fulvus,Trachypithecus_cristatus,73.003,6523.8,4799.82,2.879,0.001
Gorilla_gorilla,Lophocebus_albigena,30,806.6,105170.28,4.232,0.344
Gorilla_gorilla,Macaca_fascicularis,30,10639.1,108019.67,53.28,0.087
Gorilla_gorilla,Macaca_fuscata,30,12634.9,102474.23,144.716,0.081
Gorilla_gorilla,Macaca_nemestrina,30,10395.6,104768.21,38.289,0.064
Gorilla_gorilla,Macaca_sinica,30,7458.8,107933,61.657,0.053
Gorilla_gorilla,Mandrillus_sphinx,30,255.8,95903.93,15.581,0.299
Gorilla_gorilla,Pan_troglodytes,8.652,651.2,67588.99,8.803,0.393
Gorilla_gorilla,Papio_anubis,30,833.1,94860.43,25.223,0.282
Gorilla_gorilla,Papio_cynocephalus,30,1854.2,96766.84,7.578,0.144
Gorilla_gorilla,Papio_hamadryas,30,3312.6,98581.91,17.302,0.118
Gorilla_gorilla,Papio_ursinus,30,2820.9,94859.55,44.717,0.188
Gorilla_gorilla,Piliocolobus_badius,30,2700.7,104158.59,10.506,0.2
Gorilla_gorilla,Pongo_pygmaeus,15.132,11146.9,59180.7,4.017,0.088
Gorilla_gorilla,Saguinus_midas,46.812,7729.3,112048.43,21.97,0.026
Gorilla_gorilla,Saimiri_oerstedii,46.812,10821.5,111874.81,55.797,0.013
Gorilla_gorilla,Saimiri_sciureus,46.812,8346.4,111839.52,22.044,0.01
Gorilla_gorilla,Trachypithecus_cristatus,30,10396.7,105412.18,39.361,0.101
Lophocebus_albigena,Macaca_fascicularis,12.853,9832.5,2849.39,57.512,0.18
Lophocebus_albigena,Macaca_fuscata,12.853,11901.1,2696.05,148.948,0.258
Lophocebus_albigena,Macaca_nemestrina,12.853,9589.2,402.07,42.521,0.273
Lophocebus_albigena,Macaca_sinica,12.853,6653.4,2762.72,65.889,0.185
Lophocebus_albigena,Mandrillus_sphinx,11.35,1056.7,9266.35,19.814,0.556
Lophocebus_albigena,Pan_troglodytes,30,1439.1,37581.29,4.571,0.609
Lophocebus_albigena,Papio_anubis,5.769,1023.8,10309.85,20.991,0.694
Lophocebus_albigena,Papio_cynocephalus,5.769,1119.9,8403.44,11.81,0.344
Lophocebus_albigena,Papio_hamadryas,5.769,2558.2,6588.37,21.534,0.2
Lophocebus_albigena,Papio_ursinus,5.769,2519.4,10310.73,48.949,0.348
Lophocebus_albigena,Piliocolobus_badius,21.41,3472.3,1011.69,14.738,0.419
Lophocebus_albigena,Pongo_pygmaeus,30,10340.6,45989.58,0.215,0.059
Lophocebus_albigena,Saguinus_midas,46.812,8535.8,6878.15,17.738,0.1
Lophocebus_albigena,Saimiri_oerstedii,46.812,11628,6704.53,60.029,0.04
Lophocebus_albigena,Saimiri_sciureus,46.812,9151.4,6669.24,17.812,0.113
Lophocebus_albigena,Trachypithecus_cristatus,21.41,9590.5,241.9,43.593,0.257
Macaca_fascicularis,Macaca_fuscata,6.878,3364.3,5545.44,91.437,0.211
Macaca_fascicularis,Macaca_nemestrina,6.878,270.5,3251.46,14.991,0.761
Macaca_fascicularis,Macaca_sinica,6.878,3196.3,86.67,8.377,0.133
Macaca_fascicularis,Mandrillus_sphinx,12.853,10887.6,12115.74,37.698,0.114
Macaca_fascicularis,Pan_troglodytes,30,11255.7,40430.68,62.083,0.123
Macaca_fascicularis,Papio_anubis,12.853,10450.3,13159.24,78.502,0.176
Macaca_fascicularis,Papio_cynocephalus,12.853,8884.9,11252.83,45.702,0.141
Macaca_fascicularis,Papio_hamadryas,12.853,7496.5,9437.76,35.978,0.089
Macaca_fascicularis,Papio_ursinus,12.853,9253,13160.12,8.563,0.151
Macaca_fascicularis,Piliocolobus_badius,21.41,13171.9,3861.08,42.774,0.087
Macaca_fascicularis,Pongo_pygmaeus,30,526.2,48838.97,57.297,0.085
Macaca_fascicularis,Saguinus_midas,46.812,18366.4,4028.76,75.25,0.026
Macaca_fascicularis,Saimiri_oerstedii,46.812,18567.5,3855.14,2.518,0.001
Macaca_fascicularis,Saimiri_sciureus,46.812,18914.5,3819.85,75.324,0.001
Macaca_fascicularis,Trachypithecus_cristatus,21.41,304.5,2607.49,13.919,0.654
Macaca_fuscata,Macaca_nemestrina,6.037,3610.7,2293.98,106.428,0.207
Macaca_fuscata,Macaca_sinica,6.037,6008.9,5458.77,83.059,0.074
Macaca_fuscata,Mandrillus_sphinx,12.853,12832.6,6570.3,129.135,0.115
Macaca_fuscata,Pan_troglodytes,30,13281.4,34885.24,153.52,0.131
Macaca_fuscata,Papio_anubis,12.853,12792.3,7613.8,169.939,0.217
Macaca_fuscata,Papio_cynocephalus,12.853,10791.1,5707.39,137.139,0.18
Macaca_fuscata,Papio_hamadryas,12.853,10117.4,3892.32,127.415,0.179
Macaca_fuscata,Papio_ursinus,12.853,10280.2,7614.68,100,0.154
Macaca_fuscata,Piliocolobus_badius,21.41,15315.9,1684.36,134.211,0.2
Macaca_fuscata,Pongo_pygmaeus,30,3184.5,43293.53,148.733,0.088
Macaca_fuscata,Saguinus_midas,46.812,17309.3,9574.2,166.687,0.037
Macaca_fuscata,Saimiri_oerstedii,46.812,15562.9,9400.58,88.919,0.001
Macaca_fuscata,Saimiri_sciureus,46.812,16841.3,9365.29,166.761,0.02
Macaca_fuscata,Trachypithecus_cristatus,21.41,3660.7,2937.95,105.356,0.207
Macaca_nemestrina,Macaca_sinica,6.037,2943.8,3164.79,23.368,0.214
Macaca_nemestrina,Mandrillus_sphinx,12.853,10645.1,8864.28,22.707,0.185
Macaca_nemestrina,Pan_troglodytes,30,11008.3,37179.22,47.092,0.13
Macaca_nemestrina,Papio_anubis,12.853,10193.7,9907.78,63.511,0.167
Macaca_nemestrina,Papio_cynocephalus,12.853,8653.9,8001.37,30.711,0.158
Macaca_nemestrina,Papio_hamadryas,12.853,7236.9,6186.3,20.987,0.103
Macaca_nemestrina,Papio_ursinus,12.853,9072.4,9908.66,6.428,0.172
Macaca_nemestrina,Piliocolobus_badius,21.41,12912.9,609.62,27.783,0.094
Macaca_nemestrina,Pongo_pygmaeus,30,751.6,45587.51,42.306,0.063
Macaca_nemestrina,Saguinus_midas,46.812,18124.6,7280.22,60.259,0.001
Macaca_nemestrina,Saimiri_oerstedii,46.812,18812.4,7106.6,17.509,0.001
Macaca_nemestrina,Saimiri_sciureus,46.812,18712.9,7071.31,60.333,0.001
Macaca_nemestrina,Trachypithecus_cristatus,21.41,66.7,643.97,1.072,0.739
Macaca_sinica,Mandrillus_sphinx,12.853,7710.1,12029.07,46.076,0.154
Macaca_sinica,Pan_troglodytes,30,8066.1,40344.01,70.461,0.115
Macaca_sinica,Papio_anubis,12.853,7255.5,13072.57,86.88,0.122
Macaca_sinica,Papio_cynocephalus,12.853,5760,11166.16,54.079,0.08
Macaca_sinica,Papio_hamadryas,12.853,4311.2,9351.09,44.356,0.103
Macaca_sinica,Papio_ursinus,12.853,6477.5,13073.45,16.94,0.073
Macaca_sinica,Piliocolobus_badius,21.41,9980,3774.41,51.151,0.129
Macaca_sinica,Pongo_pygmaeus,30,3692.7,48752.3,65.674,0.161
Macaca_sinica,Saguinus_midas,46.812,15182.4,4115.43,83.627,0.001
Macaca_sinica,Saimiri_oerstedii,46.812,18263.9,3941.81,5.86,0.001
Macaca_sinica,Saimiri_sciureus,46.812,15804.6,3906.52,83.701,0.001
Macaca_sinica,Trachypithecus_cristatus,21.41,2941.2,2520.82,22.296,0.2
Mandrillus_sphinx,Pan_troglodytes,30,456.1,28314.94,24.385,0.342
Mandrillus_sphinx,Papio_anubis,11.35,974.3,1043.5,40.804,0.315
Mandrillus_sphinx,Papio_cynocephalus,11.35,2074.1,862.91,8.004,0.208
Mandrillus_sphinx,Papio_hamadryas,11.35,3567.7,2677.98,1.72,0.214
Mandrillus_sphinx,Papio_ursinus,11.35,2898.8,1044.38,29.135,0.161
Mandrillus_sphinx,Piliocolobus_badius,21.41,2489.9,8254.66,5.076,0.3
Mandrillus_sphinx,Pongo_pygmaeus,30,11396.6,36723.23,19.599,0.161
Mandrillus_sphinx,Saguinus_midas,46.812,7480.2,16144.5,37.552,0.036
Mandrillus_sphinx,Saimiri_oerstedii,46.812,10572.3,15970.88,40.216,0.001
Mandrillus_sphinx,Saimiri_sciureus,46.812,8094.7,15935.59,37.626,0.021
Mandrillus_sphinx,Trachypithecus_cristatus,21.41,10646.8,9508.25,23.779,0.161
Pan_troglodytes,Papio_anubis,30,1002.5,27271.44,16.419,0.601
Pan_troglodytes,Papio_cynocephalus,30,2505.4,29177.85,16.381,0.319
Pan_troglodytes,Papio_hamadryas,30,3852.3,30992.92,26.105,0.108
Pan_troglodytes,Papio_ursinus,30,3330.1,27270.56,53.52,0.284
Pan_troglodytes,Piliocolobus_badius,30,2049.6,36569.6,19.309,0.364
Pan_troglodytes,Pongo_pygmaeus,15.132,11758.4,8408.29,4.786,0.088
Pan_troglodytes,Saguinus_midas,46.812,7116.7,44459.44,13.167,0.045
Pan_troglodytes,Saimiri_oerstedii,46.812,10206.7,44285.82,64.601,0.015
Pan_troglodytes,Saimiri_sciureus,46.812,7745,44250.53,13.241,0.067
Pan_troglodytes,Trachypithecus_cristatus,30,11007.1,37823.19,48.164,0.13
Papio_anubis,Papio_cynocephalus,2.058,2108,1906.41,32.8,0.557
Papio_anubis,Papio_hamadryas,1.277,2964.4,3721.48,42.524,0.311
Papio_anubis,Papio_ursinus,2.678,3482.7,0.88,69.939,0.534
Papio_anubis,Piliocolobus_badius,21.41,2726.7,9298.16,35.728,0.356
Papio_anubis,Pongo_pygmaeus,30,10936.3,35679.73,21.206,0.073
Papio_anubis,Saguinus_midas,46.812,7942.8,17188,3.253,0.057
Papio_anubis,Saimiri_oerstedii,46.812,11008.4,17014.38,81.02,0.021
Papio_anubis,Saimiri_sciureus,46.812,8593.4,16979.09,3.178,0.079
Papio_anubis,Trachypithecus_cristatus,21.41,10186.5,10551.75,64.584,0.167
Papio_cynocephalus,Papio_hamadryas,2.058,2119.7,1815.07,9.724,0.176
Papio_cynocephalus,Papio_ursinus,2.678,1874.9,1907.29,37.139,0.4
Papio_cynocephalus,Piliocolobus_badius,21.41,4554.9,7391.75,2.928,0.271
Papio_cynocephalus,Pongo_pygmaeus,30,9403.6,37586.14,11.595,0.069
Papio_cynocephalus,Saguinus_midas,46.812,9483.3,15281.59,29.548,0.019
Papio_cynocephalus,Saimiri_oerstedii,46.812,12561.1,15107.97,48.22,0.038
Papio_cynocephalus,Saimiri_sciureus,46.812,10066.4,15072.68,29.622,0.027
Papio_cynocephalus,Trachypithecus_cristatus,21.41,8661.9,8645.34,31.783,0.148
Papio_hamadryas,Papio_ursinus,2.678,3828,3722.36,27.415,0.25
Papio_hamadryas,Piliocolobus_badius,21.41,5676,5576.68,6.796,0.206
Papio_hamadryas,Pongo_pygmaeus,30,7975.8,39401.21,21.319,0.111
Papio_hamadryas,Saguinus_midas,46.812,10905.4,13466.52,39.272,0.001
Papio_hamadryas,Saimiri_oerstedii,46.812,13955.5,13292.9,38.496,0.034
Papio_hamadryas,Saimiri_sciureus,46.812,11557.8,13257.61,39.346,0.001
Papio_hamadryas,Trachypithecus_cristatus,21.41,7227.5,6830.27,22.059,0.125
Papio_ursinus,Piliocolobus_badius,21.41,5140.9,9299.04,34.211,0.254
Papio_ursinus,Pongo_pygmaeus,30,9775.3,35678.85,48.734,0.081
Papio_ursinus,Saguinus_midas,46.812,9205.8,17188.88,66.687,0.033
Papio_ursinus,Saimiri_oerstedii,46.812,12066.1,17015.26,11.081,0.018
Papio_ursinus,Saimiri_sciureus,46.812,9661.9,16979.97,66.761,0.037
Papio_ursinus,Trachypithecus_cristatus,21.41,9099,10552.63,5.356,0.172
Piliocolobus_badius,Pongo_pygmaeus,30,13650.4,44977.89,14.523,0.132
Piliocolobus_badius,Saguinus_midas,46.812,5235.1,7889.84,32.476,0.029
Piliocolobus_badius,Saimiri_oerstedii,46.812,8284,7716.22,45.292,0.065
Piliocolobus_badius,Saimiri_sciureus,46.812,5898.5,7680.93,32.55,0.055
Piliocolobus_badius,Trachypithecus_cristatus,15.435,12903.2,1253.59,28.855,0.171
Pongo_pygmaeus,Saguinus_midas,46.812,18875,52867.73,17.953,0.001
Pongo_pygmaeus,Saimiri_oerstedii,46.812,18060.8,52694.11,59.814,0.001
Pongo_pygmaeus,Saimiri_sciureus,46.812,19436.3,52658.82,18.027,0.001
Pongo_pygmaeus,Trachypithecus_cristatus,30,751.5,46231.48,43.378,0.081
Saguinus_midas,Saimiri_oerstedii,20.093,3092.2,173.62,77.768,0.19
Saguinus_midas,Saimiri_sciureus,20.093,684.7,208.91,0.074,0.516
Saguinus_midas,Trachypithecus_cristatus,46.812,18123.5,6636.25,61.331,0.001
Saimiri_oerstedii,Saimiri_sciureus,1.403,2495.2,35.29,77.842,0.175
Saimiri_oerstedii,Trachypithecus_cristatus,46.812,18807.1,6462.63,16.436,0.001
Saimiri_sciureus,Trachypithecus_cristatus,46.812,18726.3,6427.34,61.405,0.001
